ประเภษ,THP,USP,EUHM,รายการโรค,Test 70,Test 40,Test 80,ซื่อวัตถุ,ชื่อวิทยาศาสตร์ ,ซื่อวงศ์/อื่น,ลักษณะและชนิด,ส่วนที่ใช้,เย็น,ร้อน,สขุม,ฝาด,หวาน,ขม,เผ็ด,มัน,หอม,เค็ม,เปรี้ยว,เมา,เบื่อ,จืด,อื่น,สรรพคุณ,สารสาคัญและฤทธิ์ทางเภสัชวิทยา,วิธีใช้,ข้อห้าม หรือ ควรระวัง,ฮื่นๆ,MEdchinA
ต้น,,,,,,,,ทองระอา,Barlerio lupuiino Lindl,Acanthaceae,ไม้พุ่ม สูงประมาณ 1-2 เมตร แตกกิ่งก้านสาขามาก ต้นสีน้ำตาลลมเขึยว ตามข้อของลำต้นและโคนก้านใบมึหนามแหลมคมสีนํ้าตาลข้อสะ 2คู่,ใบ,●,,,,,,,,,,,,●,,,พอกแก้ปวดส ถอนพิษปวดอกเสบ,,ตำกับสุรา,,,
ต้น,,,,,,,,ทองระอา,Barlerio lupuiino Lindl,Acanthaceae,ไม้พุ่ม สูงประมาณ 1-2 เมตร แตกกิ่งก้านสาขามาก ต้นสีน้ำตาลลมเขึยว ตามข้อของลำต้นและโคนก้านใบมึหนามแหลมคมสีนํ้าตาลข้อสะ 2คู่,ราก,,,,,,,,,,,,●,●,,,ทาแก้พิษ แมลงป่อง,,ฝนกับสุรา,,,
ต้น,,,,,,,,ทองหลางใบมน,Erythrina ovalifolia Roxb,LEGUMIMOSAE,ไม้ต้นขนาดกลางถึงขนาดใหญ่ สูง10-15ม ขนาดทรงพุ่ม 8-12ม. ผลัดใบทรงพุ่มกลมหรึอรูปไข่,แก่น,,,,,,,,,,,,,,,เฝื่อนเอียน,แก้สในท้อง (วัณโรค),,,,,
ต้น,,,,,,,,ทองหลางใบมน,Erythrina ovalifolia Roxb,LEGUMIMOSAE,ไม้ต้นขนาดกลางถึงขนาดใหญ่ สูง10-15ม ขนาดทรงพุ่ม 8-12ม. ผลัดใบทรงพุ่มกลมหรึอรูปไข่,เปลือกต้น,,,,,,,,,,,,,,,เฝื่อนเอียน,แก้เสมหะ แก้สม แก้ก้อนนิ่วในไต,,,,,
ต้น,,,,,,,,ทองหลางใบมน,Erythrina ovalifolia Roxb,LEGUMIMOSAE,ไม้ต้นขนาดกลางถึงขนาดใหญ่ สูง10-15ม ขนาดทรงพุ่ม 8-12ม. ผลัดใบทรงพุ่มกลมหรึอรูปไข่,ใบ,●,,,,,,,,,,,,●,,เอียน,ขบพยาธิไส้เดือน แก้ตัวร้อน แก้ริคซีดวง,,,,,
ต้น,,,,,,,,ทองหลางใบมน,Erythrina ovalifolia Roxb,LEGUMIMOSAE,ไม้ต้นขนาดกลางถึงขนาดใหญ่ สูง10-15ม ขนาดทรงพุ่ม 8-12ม. ผลัดใบทรงพุ่มกลมหรึอรูปไข่,ลูก(ฝัก),,,,,,●,,,,,,,,,,บำรุงน้ำดี,,,,,
ต้น,,,,,,,,ทองหลางใบมน,Erythrina ovalifolia Roxb,LEGUMIMOSAE,ไม้ต้นขนาดกลางถึงขนาดใหญ่ สูง10-15ม ขนาดทรงพุ่ม 8-12ม. ผลัดใบทรงพุ่มกลมหรึอรูปไข่,ราก,,,,,,,,,,,,,,,เฝื่อนเอียน,แกพิษทั้งปวง,,,,,
ต้น,,,,,,,,ทองหลางใบมน(แดง),Erythrina ovalifolia Roxb,LEGUMIMOSAE,ไม้ยืนต้นขนาดกลางถึงขนาดใหญ่ มีดวามสูงไดประมาณ 5-15เมตรลำต้นมีลักษณะตั้งตรง เปลือกต้นหนาเป็นร่องลึก,เปลือกต้น,,,,,,,,,,,,,,,เฝื่อนเอียน,แก้เสมหะ แก้สม แก้ก้อนนิ่วในไต,,,,,
ต้น,,,,,,,,ทองหลางใบมน(แดง),Erythrina ovalifolia Roxb,LEGUMIMOSAE,ไม้ยืนต้นขนาดกลางถึงขนาดใหญ่ มีดวามสูงไดประมาณ 5-15เมตรลำต้นมีลักษณะตั้งตรง เปลือกต้นหนาเป็นร่องลึก,กระพี้,,,,,,,,,,,,,,,เฝื่อนเอียน,แก้พิษฝี,,,,,
ต้น,,,,,,,,ทองหลางใบมน(แดง),Erythrina ovalifolia Roxb,LEGUMIMOSAE,ไม้ยืนต้นขนาดกลางถึงขนาดใหญ่ มีดวามสูงไดประมาณ 5-15เมตรลำต้นมีลักษณะตั้งตรง เปลือกต้นหนาเป็นร่องลึก,แก่น,●,,,,,,,,,,,,,,เฝื่อนเอียน,แก้ฝีในท้อง(วัณโรค),,,,,
ต้น,,,,,,,,ทองหลางใบมน(แดง),Erythrina ovalifolia Roxb,LEGUMIMOSAE,ไม้ยืนต้นขนาดกลางถึงขนาดใหญ่ มีดวามสูงไดประมาณ 5-15เมตรลำต้นมีลักษณะตั้งตรง เปลือกต้นหนาเป็นร่องลึก,ใบ,●,,,,,,,,,,,,,,เฝื่อนเอียน,ขับพยาธิไส้เดือน แก้ตัวร้อน แก้ริดสีดวง,,,,,
ต้น,,,,,,,,ทองหลางใบมน(แดง),Erythrina ovalifolia Roxb,LEGUMIMOSAE,ไม้ยืนต้นขนาดกลางถึงขนาดใหญ่ มีดวามสูงไดประมาณ 5-15เมตรลำต้นมีลักษณะตั้งตรง เปลือกต้นหนาเป็นร่องลึก,ดอก,●,,,,,,,,,,,,,,เฝื่อนเอียน,ขับโลหิตระดู,,,,,
ต้น,,,,,,,,ทองหลางใบมน(แดง),Erythrina ovalifolia Roxb,LEGUMIMOSAE,ไม้ยืนต้นขนาดกลางถึงขนาดใหญ่ มีดวามสูงไดประมาณ 5-15เมตรลำต้นมีลักษณะตั้งตรง เปลือกต้นหนาเป็นร่องลึก,ลูก(ฝัก),,,,,,●,,,,,,,,,,บำรุงน้ำดี,,,,,
ต้น,,,,,,,,ทองหลางใบมน(แดง),Erythrina ovalifolia Roxb,LEGUMIMOSAE,ไม้ยืนต้นขนาดกลางถึงขนาดใหญ่ มีดวามสูงไดประมาณ 5-15เมตรลำต้นมีลักษณะตั้งตรง เปลือกต้นหนาเป็นร่องลึก,ราก,,,,,,,,,,,,,,,เฝื่อนเอียน,แก้พิษทั้งปวง,,,,,
ต้น,,,,,●,●,,ท้าวยายม่อม,Clerodendrum inicum(L.) Kuntze,Labiate,ไม้ล้มลุกอายุหลายปี,หัวราก,,,,,,,,,,,,,,●,ขื่น,แก้พิษงู แก้ร้อนในกระหายน้ำ แก้อาเจียน แก้หืดไอ,,,,สูง1-2.5เมตร เป็นไม้ลงรากแก้วอันเดียวลึก,
ต้น,,,,,,,,ท้าวยายม่อม,Tacca Leontopetaloides (L.) Kuntze,East Indian Arrow root,ไม้ล้มลุกอายุหลายปี,ราก,,,,,,,,,,,,,,●,,แก้ไข้ ขับเสมหะ,,,,ส่วนที่อยู่เหนือดินมีความสูง1.5เมตร มีหัวใต้ดินสะสมอาหาร(ใช้ทำแป้ง)ลักษณะของหัวเป็นรูปกลม กลมแบน หรือ รูปรี,
ต้น,,,,,,,,ท้าวยายม่อม,Tacca Leontopetaloides (L.) Kuntze,East Indian Arrow root,ไม้ล้มลุกอายุหลายปี,เหง้า,,,,,●,,,,,,,,,●,,บำรุงร่างกาย บำรุงกำลัง,,ต้มกับนํ้าดีม,,ส่วนที่อยู่เหนือดินมีความสูง1.5เมตร มีหัวใต้ดินสะสมอาหาร(ใช้ทำแป้ง)ลักษณะของหัวเป็นรูปกลม กลมแบน หรือ รูปรี,
ต้น,,,,,●,,,ท้าวยายม่อม,Clerodendrum inicum(L.) Kuntze,Labiate,ไม้ล้มลุกอายุหลายปี,ต้น,,,,,,,,,,,,,,●,เฝื่อน,ขับเสมหะให้ลงเบื้องต่ำ,,,,สูง1-2.5เมตร เป็นไม้ลงรากแก้วอันเดียวลึก,
ต้น,,,,,,,,ท้าวยายม่อมดอกแดง,Clerodendrum petasitesS. Moore,Labiate,ไม้พุ่มขนาดเล็ก,ราก,,,,,,,,,,,,,,●,ขื่น,แก้ไข้ ขับเสมหะ ถอนพิษสัตว์กัดต่อย แก้พิษงู,สูง1-2เมตร ลำต้นตั้งตรง บริเวณปลายกิ่งเป็นสันสี่เหลี่ยม ลำต้นแก้สีม้าตาลอมเทา,,,สูง1-2เมตร ลำต้นตั้้งตรง บริเวณปลายกิ่งเป้นสันสี่เหลี่ยม ลำต้นแก่สีม้าตาลอมเทา,
ต้น,,,,,,,,ทำมัง,"Litsea Petiolata Hook.f.,",Lauraceae,ไม้ยืนต้นไม้สีเหลืองอ่อน มึต้นขนาดใหญ่ สูงถึง 45m เส้นรอบวงโคนต้น 240cm หรึอเส้น ผ่าศูนย์กสางประมาณ 40cm มึก้านดอกสั้นมากเพึยง 3mm,เปลือกส้น,,,,,,,,,,,,,,,,ขับลม แก้ท้องอืดท้องเฟ้อ และจุกเสียด,,,,,
ต้น,,,,,,,,ทำมัง,"Litsea Petiolata Hook.f.,",Lauraceae,ไม้ยืนต้นไม้สีเหลืองอ่อน มึต้นขนาดใหญ่ สูงถึง 45m เส้นรอบวงโคนต้น 240cm หรึอเส้น ผ่าศูนย์กสางประมาณ 40cm มึก้านดอกสั้นมากเพึยง 3mm,ใบ,,,,,,,,,,,,,,,,กลิ่นเหมือนแมงดา ใช้ทำอาหาร ใบแก่มาย่างไฟ แล้วตำผสมลงในนํ้าพริกก็จะไต้น้ำพริกกลิ่นแมงดา,,,,,
ต้น,,,,,,,,ทิ้งถ่อน,Albizia procera (Roxb.) Benth,White siris,ไม้ยืนต้น สูงถึง30เมตรได้,เปลือกต้น,,,●,,,,,,,,,,,,,เจริญอาหาร ขับผายลม บำรุงธาตุ แก้ตาธุพิการ ,,,,,
ต้น,,,,,,,,ทิ้งถ่อน,Albizia procera (Roxb.) Benth,White siris,ไม้ยืนต้น สูงถึง30เมตรได้,ราก,,●-,,,,●,,,,,,,,,,แก้เจ็บเอว เจ็บหลัง เส้นตึก ท้องอืด,,,,,
ต้น,,,,,,,,ทิ้งถ่อน,Albizia procera (Roxb.) Benth,White siris,ไม้ยืนต้น สูงถึง30เมตรได้,ใบ,,,,,,,,,,,,,,,,,,,,,
ต้น,,,,,,,●,โทงเทง,,โคมจีน,,ทั้งต้น,●,,,,,,,,,,,,,,,แก้ต่อมทอมซิลอักเสบ,,,,,
ต้น,,,,,,,,โทรย้อย,Ficus benjamina L.,MORACEAE,ไม้ยืนต้นหรือพุ่มไม้ผลัดใบขนาดกลาง ที่มีความสูงได้ประมาณ 5-15 เมตร ลำต้นแตกเป็นพุ่มหนาทึบและแผ่กิ่งก้านสาขาทิ้งใบห้อยย้อยลง มีรากอากาศแตกย้อยลงสู่พื้นดิน,รากอากาศ,,,,,,,,,,,,,,●,,ขับปัสสาวะ แก้กษัยไตพิการ บำรุงน้ำนม แก้ปัสสาวะสึต่างๆ,,,,,
